"Número de cliente","Razón social","Tipo de documento","Número de documento","Telefono","Correo","Localidad","Partido","Provincia","Importancia","Rubro","Zona","Responsable 1","Responsable 2"
"10201","D. M. PRESICION DE DIMAURO FCO Y OTRO","CUIT","30684824917","4847-1044","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"10087","D.D.M. S.A. (COBERMAR S.A.)","CUIT","30624633993","","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"10089","DA COSTA MIRANDA S.A.C.I.F.I","CUIT","30516832491","4796-1990","administracion@dacostamiranda.com.ar","FLORIDA","VICENTE LOPEZ","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"10313","DA-DALT HNOS. S.R.L.","CUIT","30571675834","4627-29824483-07254629-0158","","VILLA LUZURIAGA","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"12835","DAC SOLUCIONES SRL","CUIT","30718181344","[]","","","","","","","","",""
"13138","DAG S.R.L","CUIT","30716622327","[]","","CITY BELL","LA PLATA","BUENOS AIRES","","","","",""
"11915","DAGOSTINO Y ALVAREZ SH","CUIT","30712413855","4602-4500","","","","","","","CAPITAL FEDERAL","",""
"10259","DAHE DE PIAZZA DANIEL GUILLERMO","CUIT","20117524311","0341-4380669","","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"11582","DAKLIO","CUIT","","4208-3138","","AVELLANEDA","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"10160","DALAGI GROUP S.A.","CUIT","30673886910","(03471)47-2479/cel.03471-15629921(hijocastellano))/03471-15673072JORGEPAGLIETA","dalagi@telnet.com.ar","LAS PAREJAS","BELGRANO","SANTA FE","","ESTRUCTURAL","CAPITAL FEDERAL","",""
"12417","DALTEC OIL TOOLS SRL","CUIT","30714196142","1173984929","","","","","","","","Benitez Enzo",""
"10485","DAMFER S.R.L.","CUIT","30624467163","4257-36814253-3380","","QUILMES","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"10430","DAMPER","CUIT","","0341-4715105/4714984","","GRANADERO BAIGORRIA","ROSARIO","SANTA FE","","CONDUIT","CAPITAL FEDERAL","",""
"10811","DANA SAN LUIS S A","CUIT","30626300010","5129-0200/5129-0327","alfredo.vidal@dana.com","GRAND BOURG","GENERAL SARMIENTO","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"11772","DANAK SRL","CUIT","30708507519","4584-9380/5263-9375","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","","",""
"11625","DANIEL A. PRIVITERA","CUIT","","0385-4228179","","SANTIAGO DEL ESTERO","CAPITAL","SANTIAGO DEL ESTERO","","","","",""
"11930","DANIEL ARAGON (IMPULSORES ARGENTINOS)","CUIT","20129886278","42949490","danielaragon77@yahoo.com.ar","BURZACO","ALMIRANTE BROWN","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"11771","DANIEL ARMANDO STUPAR","CUIT","","1111","","","","","","CIRCUITO HIDRAULICO","","",""
"11854","DANIEL MALDONADO","CUIT","20109516121","0221-461-2751","","","","","","","ZONA SUR","",""
"11097","DANIEL RICCA S.A","CUIT","30662970200","(02320)49-2719/(02320)49-2720/(02320)49-2721/(02320)62-0820","danielricca@ciudad.com.ar","TORTUGUITAS","GENERAL SARMIENTO","BUENOS AIRES","","","ZONA NORTE","",""
"10255","DANIEL SEDRAN","CUIT","","03543-431833","","CORDOBA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"12999","DANIELA ANDREA TESTA","CUIT","27280672373","[]","","","","","","","","",""
"11207","DANILUK ANTONIO","CUIT","20041040077","4605-3296","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10895","DANSERO SEBASTIAN ANGEL","CUIT","20358232257","0230-448-8950","","","","","","","","",""
"11601","DANYTEX´S S.A.","CUIT","30710341717","4734-2114","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"10754","DAOUD","CUIT","","4652-4583","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA TRAFICAÑO","",""
"10509","DAPSA","CUIT","","4205-0165/0293/0412","","","","","","GNC","ZONA SUR","",""
"10915","DARIO","CUIT","","","","","","","","","","",""
"11018","DARIO A . DELFABRO S.R.L.","CUIT","30708930969","(03564)44-5843/(03564)44-5839","dariodelfabro@arnet.com.ar","SAN FRANCISCO","SAN JUSTO","CORDOBA","","","CAPITAL FEDERAL","",""
"10029","DARIO A. NAMI","CUIT","20142322146","1144229076","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","","",""
"12544","DARIO CLAUDIO SANCHEZ","CUIT","20224406461","","","","","","","CILINDRO HIDRAULICO","ZONA TRAFICAÑO","",""
"10231","DARNELL ENGINEERING EL PLATA S.A.","CUIT","30618931796","4345-1698/2230/1063","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","GNC","CAPITAL FEDERAL","",""
"12439","DAS TECNOLOGIA S.R.L.","CUIT","30717690938","6504-5815","","","","","","CILINDRO HIDRAULICO","ZONA NORTE","",""
"13133","DAVATEC","CUIT","20174078506","[]","","","","","BAJA","","","",""
"10738","DE CANTONE ROSARIO Y J. C. (CANPLAST)","CUIT","30558510664","4260-0043","","TEMPERLEY","LOMAS DE ZAMORA","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA SUR","",""
"11950","DE GRANDE S.A.","CUIT","30707864873","03471 46-1743/3471 49 0142 / 462 929/303","","ARMSTRONG","BELGRANO","SANTA FE","BAJA","","ZONA TRAFICAÑO","Iglesias Gustavo",""
"11368","DE LAZZARI S.H. DE DE LAZZARI, ANDREA VANESA Y FIZ","CUIT","30711199906","4687-5115/5290-4521/5290-4522","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10561","DE LUCA S.H.","CUIT","30623683806","4441-71284443-2180","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"10562","DE MARCIANI Y TURCHE","CUIT","","","","CAMPANA","CAMPANA","BUENOS AIRES","","","ZONA NORTE","",""
"12832","DE MELO GROUP TECNOLOGíA EN GLP","CUIT","20170380488","[]","demelogroupglp@gmail.com","","","","","GNC","","",""
"10584","DEALBERA FRANCISCO ANTONIO RA","CUIT","20064197674","03533-421141","","LAS VARILLAS","SAN JUSTO","CORDOBA","","","CAPITAL FEDERAL","",""
"10756","DEBENEDETTI RAUL HECTOR Y GONZALEZ","CUIT","30697780307","4207-5289","","WILDE","AVELLANEDA","BUENOS AIRES","","","ZONA SUR","",""
"12238","DECOR METAL","CUIT","","","","","","","","","","",""
"10566","DECOVIAS S.A.","CUIT","","4201-0285","","","","","","","ZONA SUR","",""
"12711","DEFINO GLOBAL S R L","CUIT","30713599901","[]","","","","","","","","",""
"11516","DEI-CAS MECANIZADOS","CUIT","30","03492-470727","","SAN VICENTE","CASTELLANOS","SANTA FE","","CIRCUITO HIDRAULICO","","",""
"11316","DEL HIERRO ROBERTO LISARDO","CUIT","20112529110","4754-9618","","GENERAL SAN MARTIN ,EST.SAN MARTIN","GENERAL SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"11639","DEL LITORAL S.A.","CUIT","30691559382","0343-4364956","","PARANA","PARANA","ENTRE RIOS","","CILINDRO HIDRAULICO","","Benitez Enzo",""
"13059","DEL PLATA BUTACAS SRL","CUIT","30708671874","[]","","","","","","","","",""
"12724","DEL PLATA INGENIERIA","CUIT","30692606961","+54 9 11 58944375","a.dossantos","","","","","","","",""
"12358","DEL SUR CONSTRUCCIONES Y SERVICIOS S.R.L.","CUIT","33708793839","02962415140/02962415141","","PUERTO SAN JULIAN","MAGALLANES","SANTA CRUZ","","CILINDRO HIDRAULICO","","",""
"10346","DEL VECCHIO HNOS.","CUIT","30620094788","4658-8067/4654-1626","","RAMOS MEJIA","LA MATANZA","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA OESTE","",""
"10909","DELGI S.A.","CUIT","30696171021","4466-4008/4625-003","","CASANOVA, ISIDRO","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"12164","DELLA SANITA JUAN CARLOS","CUIT","20113739674","","","","","","","","","",""
"12128","DELLEGRAZIE NICOLAS E HIJOS SRL","CUIT","30715059289","4653-9808","","RAMOS MEJIA","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"10730","DELTA COMPRESION S.R.L.","CUIT","30638318470","011 7078-8100 /","asprognc@impsat.com.ar","BELEN DE ESCOBAR","ESCOBAR","BUENOS AIRES","","CONDUIT","ZONA NORTE","",""
"11759","DELTA MONTAJES S.A.","CUIT","30710686196","4749-2324/4731-9605","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"11351","DELTREMM","CUIT","","F/D","","","","","","CILINDRO HIDRAULICO","ZONA SUR","",""
"10280","DELTRES S.A.","CUIT","30663220329","4502-2111","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12021","DEMA S.A.","CUIT","30533356296","4480-7000","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"10377","DENIMEC ELECTRONICA","CUIT","30577831412","","","CORDOBA","CAPITAL","CORDOBA","","","CAPITAL FEDERAL","",""
"12249","DENTAL SAN JUSTO","CUIT","","4461-2626/4461-5992/Whatsapp9116482-4063","","VILLA LUZURIAGA","LA MATANZA","BUENOS AIRES","","","","",""
"10272","DEPER S.R.L.","CUIT","30632256864","4750-1858","cobranzas@deper.com.ar","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"11249","DEPOFER S A","CUIT","30707885463","4210-0129INT:1002/1019","","QUILMES","QUILMES","BUENOS AIRES","","","ZONA SUR","",""
"11596","DERIVADOS VINICOS S.A.","CUIT","30710362501","(0263)446-2666/(0263)446-2668/(0263)446-2672/(0263)446-2673","","PALMIRA","SAN MARTIN","MENDOZA","","","CAPITAL FEDERAL","",""
"11628","DESARROLLOS INDUSTRIALES SRL","CUIT","","0336-4440165","","","","","","","","",""
"12218","DETEXA SRL","CUIT","","(0341)-4350739/(0341)-156167367(CEL)","","ROSARIO","ROSARIO","SANTA FE","","","","",""
"10308","DEUTZ","CUIT","","SEFUEABRASIL","","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"12093","DG SUSPENSION (DAMIAN GONZALEZ)","CUIT","","15-3352-8489","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","CONDUIT","","",""
"10319","DI BACCO Y CIA.","CUIT","33564217129","(0381)437-2206","","SAN MIGUEL DE TUCUMAN ,EST.TUCUMAN","CAPITAL","TUCUMAN","","","CAPITAL FEDERAL","",""
"11084","DI CA METALURGICA DE ANA CAMUSSO","CUIT","27130440881","03564-438107","","SAN FRANCISCO","SAN JUSTO","CORDOBA","","","CAPITAL FEDERAL","",""
"11891","DI ROCCO MARTIN HORACIO (DMD TUBOS)","CUIT","20269266598","4251-7082","","BERNAL","QUILMES","BUENOS AIRES","","CILINDRO HIDRAULICO","ZONA SUR","",""
"10567","DI SALVO LUIS JAVIER","CUIT","","4623-8789/8797","","ITUZAINGO","ITUZAINGO","CORRIENTES","","","ZONA OESTE","",""
"11640","DIAC METALURGICA S.R.L.","CUIT","30710829124","11-7724-6265","","CASEROS","TRES DE FEBRERO","BUENOS AIRES","","","ZONA NORTE","",""
"13079","DIAGONAL CITRUS SRL","CUIT","30707964118","0381-4926362 0381-154575437","","","","","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"10880","DIAL GNC","CUIT","","0261-4246311","","MENDOZA","CAPITAL","MENDOZA","","","CAPITAL FEDERAL","",""
"12129","DIANCA ASCENSORES S.R.L.","CUIT","30680172796","4462-4300/4462-4317/4462-4312","","TABLADA","LA MATANZA","BUENOS AIRES","","","ZONA OESTE","",""
"12880","DIASER","CUIT","30555549659","[]","m.recalde","","","","","","","",""
"12134","DIAZ FRANCO NICOLAS (RUEDAS TORGE)","CUIT","20378648492","4461-0185/2660","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","CONDUCCION","ZONA TRAFICAÑO","",""
"11652","DIE TECH S.A.","CUIT","","4740-6453/4736-7840","","EL TALAR","TIGRE","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"10936","DIE-GAS S.R.L.","CUIT","","0351-4749550/1","","ALTA CORDOBA","RIO SECO","CORDOBA","","","CAPITAL FEDERAL","",""
"11174","DIEGO G. MEZZABOTTA","CUIT","20241988245","0341-4901381","dmmecanizados@hotmail.com","SOLDINI","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"12024","DIEGO GASTON CONTI","CUIT","20228454401","1139078413/02656408164","","CARPINTERIA","AYACUCHO","SAN LUIS","","CONDUIT","","",""
"13080","DIEGO ZAMORA E HIJO SRL","CUIT","30628029780","0381-4616346","citruszamci@arnet.com.ar","","","","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"11620","DIELEC SUDAMERICANA S.R.L.","CUIT","30710225989","4567-8874","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10368","DIFRANI S.A.I.C. (BARBARA PATRICIA GONZALEZ)","CUIT","27222370367","[]","","HAEDO","MORON","BUENOS AIRES","","CUPLAS","ZONA OESTE","",""
"12793","DIMOTEC SA","CUIT","30711186898","0351-4707373","","","","","","","","",""
"11182","DIN AUTOMACION S.A.","CUIT","30708373563","4484-2074/4651-6721","fdaniele@dinautomacion.com.ar","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"12114","DIN SRL","CUIT","30715248375","0299-15-601-1111","","PLOTTIER","CONFLUENCIA","NEUQUEN","","ESTRUCTURAL","","",""
"10152","DINACOM DE MENDEZ","CUIT","27113711219","[]","info@dinacom.com.ar","TABLADA","LA MATANZA","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA TRAFICAÑO","",""
"10300","DINAMOTOR S.R.L.","CUIT","30617994913","4581-3308/4699-3085","info@dinamotor.com.ar","VARELA","LA CAPITAL","SAN LUIS","","","ZONA SUR","",""
"12420","DINATECNICA S.A.","CUIT","30505345793","4709-0069","","","","","","CILINDRO HIDRAULICO","ZONA NORTE","",""
"11320","DINCOA DESARR INDUST Y CONSTR EN ACERO SRL","CUIT","30709156124","4307-7913/5648-8989","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10369","DINO MATIOLI S.A.I.C.","CUIT","33516350119","(02202)49-4426/49-4288/49-4289","","LAFERRERE","LA MATANZA","BUENOS AIRES","","CUPLAS","ZONA OESTE","",""
"10180","DINO S.R.L.","CUIT","30505571122","4242-7277","","ESCALADA, REMEDIOS DE","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"13123","DIRECCION Y SUSPENSION TIPER","CUIT","30715306529","0800-666-4223","ventas@tiper.com.ar","","","","MEDIA","","ZONA SUR","Iglesias Gustavo",""
"10564","DIRECCIONES Y SUSPENSIONES SA (LENA)","CUIT","30690360868","4454-6884","compras@rotulaslena.com","TABLADA","LA MATANZA","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA TRAFICAÑO","",""
"11375","DISEMA SRL","CUIT","30613120676","","","","","","","","","",""
"11058","DISEÑO NETO S.R.L.","CUIT","30709636398","4627-8813---4629-0251/4483-0356","nikel@nikeliluminacion.com.ar","MORON","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"10568","DISTEFANO","CUIT","","","","","","","","","ZONA TRAFICAÑO","",""
"10378","DISTRI-REP S.A.","CUIT","30591646504","","","LANUS","LANUS","BUENOS AIRES","","","ZONA SUR","",""
"11779","DISTRIBUIDORA BULONES COIRO S.A.","CUIT","30708725842","4292-6686/4245-1201","","","","","","","ZONA SUR","",""
"12165","DISTRIBUIDORA DEAL S.A.","CUIT","30708765984","15-5125-0065","","GENERAL LAS HERAS ,EST.LAS HERAS","GENERAL LAS HERAS","BUENOS AIRES","","","","",""
"10918","DISTRIBUIDORA GNC S.R.L.","CUIT","","0381-432-5921","rgditgnc@hotmail.com","SAN MIGUEL DE TUCUMAN ,EST.TUCUMAN","CAPITAL","TUCUMAN","","","CAPITAL FEDERAL","",""
"11496","DISTRIBUIDORA HENRY","CUIT","","4605-2576/15-5182-1244","","","","","","","CAPITAL FEDERAL","",""
"10244","DISTRIBUIDORA ORTIGA S.H.","CUIT","30680376391","4243-3785","","LOMAS DE ZAMORA","LOMAS DE ZAMORA","BUENOS AIRES","","","ZONA SUR","",""
"11597","DISTRIBUIDORA SAE S.A.","CUIT","30712537996","0294-4720523","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CILINDRO HIDRAULICO","CAPITAL FEDERAL","",""
"10495","DISTRIBUIDORA SAN MARCOS","CUIT","","4280-0584","","LOMAS DE ZAMORA","LOMAS DE ZAMORA","BUENOS AIRES","","","ZONA SUR","",""
"10996","DISTRIBUIDORA SUR","CUIT","","4293-2111","","MARMOL, JOSE","ALMIRANTE BROWN","BUENOS AIRES","","","ZONA SUR","",""
"11250","DISTRIBUIDORA TUCUMANA DE AZUCARES S.A. (CORONA).","CUIT","30711283311","[]","","CONCEPCION","CHICLIGASTA","TUCUMAN","","","ZONA TRAFICAÑO","",""
"10203","DISTRICAL","CUIT","30678785659","4709-2685/2701","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"12903","DISTRITEC S A","CUIT","30629395357","[]","","","","","","","","",""
"10570","DITOVE","CUIT","30505371271","4241-7758","","LANUS","LANUS","BUENOS AIRES","","CUPLAS","ZONA SUR","",""
"10569","DITTAM SA","CUIT","","4453-2700/4453-2701","","TABLADA","LA MATANZA","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA TRAFICAÑO","",""
"10328","DIVIFER","CUIT","","4767-6054","","VILLA BALLESTER","GRL.SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"12517","DLS ARCHER LTD S.A.","CUIT","30715110268","2996568963","","","","","","CILINDRO HIDRAULICO","ZONA TRAFICAÑO","",""
"12929","DM METALES S. R. L.","CUIT","30717302474","[]","","","","","","","","",""
"12008","DM PRESICION","CUIT","30715053914","4847-1044","","","","","","","","",""
"12861","DOLBI S.A","CUIT","30504300133","[]","","","","","","","","",""
"12901","DOMARCO ALBERTO CARLOS","CUIT","20084362884","[]","","","","","","","","",""
"12997","DOMEC  S.A.","CUIT","30501999470","4312 - 6800","ventas@domec.com.ar","","","","","","ZONA TRAFICAÑO","",""
"11203","DOMINGO DE LUCA S.A.","CUIT","30611292259","4765-0777","","SUAREZ, JOSE LEON","GENERAL SAN MARTIN","BUENOS AIRES","","","ZONA NORTE","",""
"10330","DOMINGO GRIFFO","CUIT","","4652-1673","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"10571","DOMINGO PIZZICO","CUIT","20040986341","4768-3513","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"11010","DON PEDRO","CUIT","30595793404","4665-9888","","HURLINGHAM","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"11114","DOS A (DE RAVAZZI ALEJANDRO)","CUIT","","","","SAN JUSTO","LA MATANZA","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"10572","DOTYR S. C. A.","CUIT","","4581-1647/6197","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"12570","DOW","CUIT","30516437339","[]","","","","","","","","",""
"12983","DP HIDRáULICA S.R.L.","CUIT","30718013697","[]","","","","","","","ZONA TRAFICAÑO","",""
"12366","DPF SERVICIOS SA","CUIT","30715707213","291-4602556","","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","","","",""
"10573","DR SCHMITZ Y APELT ARGENTINA S.A.","CUIT","","02322-490374","","PILAR","LAS COLONIAS","SANTA FE","","","ZONA NORTE","",""
"12846","DRE JUAN EMANUEL","CUIT","20272868817","[]","oficinacentral.s@aldre.com.ar","","","","","","","",""
"11040","DRT - BORER ELIAS, DAMIAN, NICOLAS Y ARIEL S.H","CUIT","30711642710","(0341)463-3576/(0341)411-7807","","ROSARIO","ROSARIO","SANTA FE","","","CAPITAL FEDERAL","",""
"11222","DRUETTA HNOS S.A.","CUIT","30655438897","(0237)484-4888","","GENERAL RODRIGUEZ","GENERAL RODRIGUEZ","BUENOS AIRES","","","ZONA TRAFICAÑO","",""
"12391","DS MONTAJES (DEL BIANCO MIGUEL ANGEL)","CUIT","20129779048","02324-512600","","MERCEDES","MERCEDES","BUENOS AIRES","","","","",""
"12873","DU MARIE S.A","CUIT","30616464457","[]","","","","","","","","",""
"12585","DUETO GROUP","CUIT","","[]","","","","","","","","",""
"12190","DULCOR SA","CUIT","30547596826","(+5493576)421790-Int.141/(03576)-652075","","","","","","","","",""
"10331","DUNLOP ARGENTINA S.A.","CUIT","30602365464","4666-1105/4666-0364/4666-0431/4666-0637/4666-1012","commercial@dunlop.com.ar","SAN MIGUEL","GENERAL SARMIENTO","BUENOS AIRES","","CONDUCCION","ZONA NORTE","",""
"12508","DUNVER SERVICIOS INDUSTRIALES S.R.L.","CUIT","30717641503","291-4743725","","BAHIA BLANCA","BAHIA BLANCA","BUENOS AIRES","","","","",""
"10370","DUPLA S.A.","CUIT","30565850381","03492-422326/432953","dupla@arnet.com.ar","RAFAELA","CASTELLANOS","SANTA FE","","CUPLAS","CAPITAL FEDERAL","",""
"11510","DUR GOM S A","CUIT","30615696540","(03543)44-2766","","","","","","","","",""
"11206","DURALITTE S.A.","CUIT","30708759593","4005-5540/5587","cb@duralitte.com","OLIVOS","VICENTE LOPEZ","BUENOS AIRES","","","ZONA NORTE","",""
"11858","DURATOMIC","CUIT","","4454-4747","","VILLA MADERO","LA MATANZA","BUENOS AIRES","","","","",""
"10090","DUSP S.R.L.","CUIT","30561887183","4601-63134638-32224602-8951","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","CAPITAL FEDERAL","",""
"10426","DYCASA S.A.-IECSA S.A.","CUIT","30710750447","0054115819-3830","","","","","","","","",""
"10574","DYTRAL","CUIT","30591021601","4740-2905/5624","","EL TALAR","TIGRE","BUENOS AIRES","","","ZONA NORTE","",""
"12312","E COMPANY S A","CUIT","30650770494","4762-1631/11-6904-6100","","MUNRO","VICENTE LOPEZ","BUENOS AIRES","","","","",""
"12972","E V A SA","CUIT","30702250400","[]","","","","","","","","",""
"12687","E-TEC S.A ( MAGGIORA)","CUIT","30715500414","[]","","","","","","","","Benitez Enzo",""
"11077","E. J. RUIZ S.A.","CUIT","30708666323","4755-7554","","SAN MARTIN","CAPAYAN","CATAMARCA","","","ZONA NORTE","",""
"10347","E.M.U. S.A.I.C.","CUIT","30553631366","4514-2111","emu@datamarkets.com.ar","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","CIRCUITO HIDRAULICO","CAPITAL FEDERAL","",""
"13090","EARLY GRAPES SA","CUIT","30690744429","4763-1313 114763-6398","","","","","BAJA","","ZONA NORTE","Iglesias Gustavo",""
"10348","EATON S.A.","CUIT","","4431-8946","","PAZ, JOSE C.","GENERAL SARMIENTO","BUENOS AIRES","","CIRCUITO HIDRAULICO","ZONA NORTE","",""
"12472","EBINOX SRL","CUIT","30715728865","(+54341)5234450Int.116","","ROSARIO","ROSARIO","SANTA FE","","","","Dos Santos Alejandro",""
"11196","ECHTER KONIG S.A.","CUIT","30629760284","4452-6227/4662-0272","","HURLINGHAM","MORON","BUENOS AIRES","","","ZONA OESTE","",""
"10955","ECIM S.R.L.","CUIT","30599482810","4298-2808/1283","","TURDERA","LOMAS DE ZAMORA","BUENOS AIRES","","","ZONA SUR","",""
"12569","ECODYMA","CUIT","","[]","","","","","","","","",""
"12804","ECOGESTION SRL","CUIT","30697848319","[]","","","","","","","","",""
"12464","ECOMET ARGENTINA SRL","CUIT","30708557508","43019199","","Capital Federal","CABA","CIUDAD AUTONOMA DE BUENOS AIRES","","","","",""
